fixture,team,player_id,name,position,minutes,rating,goals,assists,shots_total,shots_on,passes_total,accurate_passes,pass_accuracy_%,tackles,interceptions,fouls_committed,fouls_drawn,yellow_cards,red_cards,duels_won,duels_total
Aston Villa vs Newcastle,Aston Villa,19170,Morgan Rogers,M,90,6.7,,0,,,20,10.0,50.0,1.0,1.0,1.0,,0,0,3.0,10.0
Aston Villa vs Newcastle,Aston Villa,19366,Ollie Watkins,F,90,6.6,,0,1.0,1.0,15,9.0,60.0,,1.0,1.0,2.0,0,0,6.0,13.0
Aston Villa vs Newcastle,Aston Villa,249,Donyell Malen,F,13,6.7,,0,1.0,1.0,0,,,,,,,0,0,,1.0
Aston Villa vs Newcastle,Newcastle,18911,Nick Pope,G,90,7.7,,0,,,17,11.0,64.7,,,,,0,0,1.0,1.0
Aston Villa vs Newcastle,Newcastle,169,Kieran Trippier,D,90,7,,0,,,56,48.0,85.7,,3.0,1.0,,0,0,1.0,3.0
Aston Villa vs Newcastle,Newcastle,2806,Fabian Schär,D,90,7.9,,0,3.0,,51,44.0,86.3,1.0,4.0,2.0,1.0,0,0,8.0,13.0
Aston Villa vs Newcastle,Newcastle,18961,Dan Burn,D,90,7.2,,0,,,52,42.0,80.8,1.0,2.0,1.0,1.0,0,0,7.0,11.0
Aston Villa vs Newcastle,Newcastle,158694,Valentino Livramento,D,90,7.3,,0,,,54,51.0,94.4,2.0,,,1.0,0,0,4.0,4.0
Aston Villa vs Newcastle,Newcastle,10135,Bruno Guimarães,M,90,6.9,,0,,,47,41.0,87.2,2.0,1.0,2.0,,0,0,3.0,9.0
Aston Villa vs Newcastle,Newcastle,31146,Sandro Tonali,M,90,6.9,,0,,,58,48.0,82.8,2.0,1.0,1.0,1.0,0,0,3.0,7.0
Aston Villa vs Newcastle,Newcastle,723,Joelinton,M,83,6.7,,0,,,23,21.0,91.3,2.0,1.0,1.0,2.0,1,0,5.0,11.0
Aston Villa vs Newcastle,Newcastle,153430,Anthony Elanga,F,78,7.3,,0,2.0,1.0,21,18.0,85.7,,,,3.0,0,0,5.0,7.0
Aston Villa vs Newcastle,Newcastle,138787,Anthony Gordon,F,90,6.2,,0,3.0,2.0,21,13.0,61.9,,,2.0,1.0,0,0,3.0,10.0
Aston Villa vs Newcastle,Newcastle,18778,Harvey Barnes,F,90,6.9,,0,1.0,,29,22.0,75.9,,,1.0,2.0,0,0,2.0,5.0
Aston Villa vs Newcastle,Newcastle,19163,Jacob Murphy,M,13,6.3,,0,,,10,9.0,90.0,,,,1.0,0,0,1.0,2.0
Aston Villa vs Newcastle,Newcastle,328105,Lewis Miley,M,8,6.3,,0,,,11,7.0,63.6,,,,,0,0,,
Tottenham vs Burnley,Tottenham,31354,Guglielmo Vicario,G,90,8,,0,,,46,43.0,93.5,,,,,0,0,,
Tottenham vs Burnley,Tottenham,47519,Pedro Porro,D,90,7.7,,0,1.0,,62,46.0,74.2,2.0,,2.0,1.0,0,0,4.0,10.0
Tottenham vs Burnley,Tottenham,30776,Cristian Romero,D,90,7.3,,0,,,88,78.0,88.6,,,3.0,1.0,0,0,5.0,10.0
Tottenham vs Burnley,Tottenham,152849,Micky van de Ven,D,90,6.9,,0,2.0,,68,63.0,92.6,1.0,1.0,,1.0,0,0,5.0,8.0
Tottenham vs Burnley,Tottenham,19235,Djed Spence,D,90,7.2,,0,2.0,1.0,51,48.0,94.1,,,1.0,,0,0,2.0,4.0
Tottenham vs Burnley,Tottenham,237129,Pape Matar Sarr,M,90,7.9,,1,,,52,43.0,82.7,2.0,,,1.0,0,0,10.0,15.0
Tottenham vs Burnley,Tottenham,328089,Archie Gray,M,71,6.6,,0,,,41,38.0,92.7,1.0,,3.0,,0,0,3.0,9.0
Tottenham vs Burnley,Tottenham,347316,Lucas Bergvall,M,80,6.9,,0,1.0,1.0,22,19.0,86.4,2.0,,1.0,,0,0,4.0,9.0
Tottenham vs Burnley,Tottenham,15911,Mohammed Kudus,F,85,8.9,,2,2.0,,24,22.0,91.7,1.0,,,2.0,0,0,5.0,8.0
Tottenham vs Burnley,Tottenham,2413,Richarlison,F,71,9.3,2.0,0,4.0,3.0,7,6.0,85.7,,,1.0,,0,0,5.0,8.0
Tottenham vs Burnley,Tottenham,129711,Brennan Johnson,F,80,7.6,1.0,0,2.0,1.0,15,13.0,86.7,1.0,,,,0,0,1.0,3.0
Tottenham vs Burnley,Tottenham,863,Rodrigo Bentancur,M,20,6.9,,0,,,14,14.0,100.0,1.0,,,,0,0,1.0,1.0
Tottenham vs Burnley,Tottenham,18883,Dominic Solanke,F,19,6.5,,0,1.0,,1,1.0,100.0,1.0,,,1.0,0,0,2.0,2.0
Tottenham vs Burnley,Tottenham,41104,João Palhinha,M,11,6.3,,0,,,13,11.0,84.6,,,1.0,,0,0,,1.0
Tottenham vs Burnley,Tottenham,336564,Wilson Odobert,F,11,6.3,,0,,,3,3.0,100.0,,,,,0,0,,
Tottenham vs Burnley,Tottenham,270510,Mathys Tel,F,9,6.3,,0,,,4,3.0,75.0,,,2.0,,0,0,,4.0
Tottenham vs Burnley,Burnley,18886,Martin Dúbravka,G,90,6.3,,0,,,28,11.0,39.3,,,,,0,0,,2.0
Tottenham vs Burnley,Burnley,128895,Oliver Sonne,D,74,6,,0,1.0,,13,10.0,76.9,,,,,0,0,2.0,2.0
Tottenham vs Burnley,Burnley,627,Kyle Walker,D,90,6.2,,0,1.0,,29,23.0,79.3,,1.0,,2.0,0,0,4.0,7.0
Tottenham vs Burnley,Burnley,47903,Hjalmar Ekdal,D,90,5.9,,0,,,21,17.0,81.0,,,1.0,,0,0,3.0,7.0
Tottenham vs Burnley,Burnley,179400,Maxime Estève,D,90,6.2,,0,1.0,1.0,23,18.0,78.3,,1.0,1.0,1.0,0,0,4.0,8.0
Tottenham vs Burnley,Burnley,375915,Quilindschy Hartman,D,90,6,,0,,,20,16.0,80.0,1.0,2.0,1.0,,0,0,3.0,6.0
Tottenham vs Burnley,Burnley,180560,Hannibal Mejbri,M,63,6.3,,0,1.0,,10,9.0,90.0,,,,3.0,0,0,5.0,8.0
Tottenham vs Burnley,Burnley,20303,Josh Laurent,M,63,6.3,,0,3.0,2.0,14,8.0,57.1,1.0,,1.0,1.0,0,0,3.0,7.0
Tottenham vs Burnley,Burnley,19827,Josh Cullen,M,90,7,,0,,,36,30.0,83.3,3.0,3.0,,1.0,0,0,4.0,9.0
Tottenham vs Burnley,Burnley,196855,Jaidon Anthony,M,85,6.9,,0,2.0,1.0,20,15.0,75.0,,,,3.0,0,0,4.0,9.0
Tottenham vs Burnley,Burnley,98936,Lyle Foster,F,74,6.9,,0,1.0,,13,12.0,92.3,,,3.0,2.0,0,0,8.0,15.0
Tottenham vs Burnley,Burnley,22,Jacob Bruun Larsen,F,28,6.2,,0,,,8,5.0,62.5,,,,,0,0,1.0,4.0
Tottenham vs Burnley,Burnley,270508,Lesley Ugochukwu,M,28,6.5,,0,1.0,,3,3.0,100.0,,,1.0,1.0,0,0,1.0,3.0
Tottenham vs Burnley,Burnley,36927,Zian Flemming,M,17,6.7,,0,,,2,,,,,,,0,0,1.0,2.0
Tottenham vs Burnley,Burnley,161621,Loum Tchaouna,F,17,6.7,,0,,,6,4.0,66.7,1.0,,,,0,0,2.0,3.0
Tottenham vs Burnley,Burnley,37882,Marcus Edwards,F,9,6.3,,0,,,0,,,,,,,0,0,,
Brighton vs Fulham,Brighton,129058,Bart Verbruggen,G,90,6.2,,0,,,39,29.0,74.4,,,,,0,0,,
Brighton vs Fulham,Brighton,92993,Mats Wieffer,D,90,7,,0,1.0,1.0,38,30.0,78.9,5.0,1.0,1.0,,0,0,9.0,15.0
Brighton vs Fulham,Brighton,38695,Jan Paul van Hecke,D,90,8.3,,0,,,81,77.0,95.1,1.0,,,1.0,0,0,4.0,4.0
Brighton vs Fulham,Brighton,18963,Lewis Dunk,D,90,7.5,,0,1.0,,90,86.0,95.6,1.0,,,2.0,0,0,9.0,9.0
Brighton vs Fulham,Brighton,162007,Maxim De Cuyper,D,90,6.3,,0,,,33,30.0,90.9,2.0,1.0,3.0,1.0,0,0,3.0,10.0
Brighton vs Fulham,Brighton,356041,Carlos Baleba,M,69,6.9,,0,1.0,,20,18.0,90.0,1.0,3.0,2.0,2.0,0,0,3.0,6.0
Brighton vs Fulham,Brighton,265820,Yasin Ayari,M,90,7.2,,0,,,41,39.0,95.1,1.0,2.0,,4.0,0,0,5.0,9.0
Brighton vs Fulham,Brighton,383685,Yankuba Minteh,M,69,6.5,,0,1.0,,15,11.0,73.3,,1.0,,1.0,0,0,3.0,5.0
Brighton vs Fulham,Brighton,19030,Matt O'Riley,M,88,7.2,1.0,0,1.0,1.0,22,17.0,77.3,3.0,,1.0,,0,0,3.0,7.0
Brighton vs Fulham,Brighton,106835,Kaoru Mitoma,M,83,6.3,,0,1.0,,19,17.0,89.5,,,3.0,,1,0,1.0,7.0
Brighton vs Fulham,Brighton,90590,Georginio Rutter,F,69,7.3,,0,1.0,1.0,4,2.0,50.0,1.0,,2.0,2.0,0,0,4.0,10.0
Brighton vs Fulham,Brighton,1361,Ferdi Kadıoğlu,D,22,6.2,,0,,,7,5.0,71.4,,,2.0,1.0,1,0,1.0,4.0
Brighton vs Fulham,Brighton,278370,Diego Gómez,M,22,6.3,,0,1.0,1.0,8,6.0,75.0,2.0,1.0,2.0,1.0,1,0,3.0,6.0
Brighton vs Fulham,Brighton,1469,Danny Welbeck,F,22,6.7,,0,,,7,4.0,57.1,1.0,,,,0,0,1.0,1.0
Brighton vs Fulham,Brighton,328225,Brajan Gruda,M,8,6.3,,0,1.0,,2,2.0,100.0,1.0,,,,0,0,2.0,2.0
Brighton vs Fulham,Brighton,296,James Milner,M,10,6.5,,0,,,1,1.0,100.0,,,,,0,0,,
Brighton vs Fulham,Fulham,1438,Bernd Leno,G,90,6.9,,0,,,46,34.0,73.9,,,,1.0,0,0,1.0,1.0
Brighton vs Fulham,Fulham,657,Kenny Tete,D,90,7.5,,0,,,34,33.0,97.1,3.0,1.0,1.0,3.0,0,0,7.0,9.0
Brighton vs Fulham,Fulham,2729,Joachim Andersen,D,90,7.3,,0,,,51,43.0,84.3,3.0,1.0,1.0,2.0,0,0,7.0,9.0
Brighton vs Fulham,Fulham,131,Jorge Cuenca,D,84,6.3,,0,,,56,50.0,89.3,1.0,,,,0,0,2.0,3.0
Brighton vs Fulham,Fulham,152967,Calvin Bassey,D,90,6.5,,0,,,56,43.0,76.8,2.0,,1.0,1.0,1,0,6.0,12.0
Brighton vs Fulham,Fulham,2823,Saša Lukić,M,90,6.6,,0,,,38,36.0,94.7,1.0,,5.0,2.0,0,0,5.0,12.0
Brighton vs Fulham,Fulham,1934,Sander Berge,M,66,6.2,,0,,,23,21.0,91.3,1.0,,2.0,,0,0,1.0,3.0
Brighton vs Fulham,Fulham,19221,Harry Wilson,M,90,6.6,,0,1.0,,17,14.0,82.4,1.0,,,3.0,0,0,5.0,7.0
Brighton vs Fulham,Fulham,389315,Joshua King,M,77,6.2,,0,1.0,1.0,26,22.0,84.6,3.0,,,2.0,0,0,5.0,9.0
Brighton vs Fulham,Fulham,1455,Alex Iwobi,M,66,7,,0,1.0,,24,18.0,75.0,,,,1.0,0,0,2.0,5.0
Brighton vs Fulham,Fulham,2887,Raúl Jiménez,F,66,5.6,,0,2.0,,13,7.0,53.8,,,2.0,,0,0,,8.0
Brighton vs Fulham,Fulham,19025,Tom Cairney,M,25,6.3,,0,,,16,12.0,75.0,,,1.0,1.0,1,0,3.0,7.0
Brighton vs Fulham,Fulham,18753,Adama Traoré,F,25,6.5,,0,,,4,4.0,100.0,,,1.0,,0,0,,2.0
Brighton vs Fulham,Fulham,195106,Rodrigo Muniz,F,25,7.3,1.0,0,1.0,1.0,4,,,,,1.0,,1,0,,5.0
Brighton vs Fulham,Fulham,1161,Emile Smith Rowe,M,14,6.5,,0,,,10,8.0,80.0,,,,,0,0,,2.0
Brighton vs Fulham,Fulham,2920,Timothy Castagne,D,14,6.3,,0,,,5,4.0,80.0,,,,,0,0,,1.0
Sunderland vs West Ham,Sunderland,194536,Robin Roefs,G,90,7.2,,0,,,23,11.0,47.8,,,,,0,0,2.0,2.0
Sunderland vs West Ham,Sunderland,119121,Trai Hume,D,90,7.2,,0,,,37,26.0,70.3,2.0,1.0,1.0,1.0,0,0,8.0,13.0
Sunderland vs West Ham,Sunderland,55904,Daniel Ballard,D,90,9.2,1.0,0,4.0,2.0,25,21.0,84.0,1.0,,,4.0,0,0,10.0,13.0
Sunderland vs West Ham,Sunderland,290545,Jenson Seelt,D,53,7.3,,0,,,28,23.0,82.1,2.0,,,,0,0,3.0,4.0
Sunderland vs West Ham,Sunderland,22225,Reinildo Mandava,D,90,6.9,,0,,,42,32.0,76.2,2.0,2.0,1.0,1.0,0,0,3.0,5.0
Sunderland vs West Ham,Sunderland,327631,Habib Diarra,M,90,6.9,,0,2.0,1.0,20,15.0,75.0,1.0,,1.0,,0,0,1.0,4.0
Sunderland vs West Ham,Sunderland,1464,Granit Xhaka,M,90,6.7,,0,,,51,38.0,74.5,1.0,1.0,2.0,2.0,0,0,5.0,12.0
Sunderland vs West Ham,Sunderland,365331,Noah Sadiki,M,90,6.9,,0,,,29,23.0,79.3,2.0,3.0,1.0,,0,0,2.0,5.0
Sunderland vs West Ham,Sunderland,336659,Chemsdine Talbi,F,89,6.7,,1,,,23,23.0,100.0,1.0,,,,0,0,1.0,5.0
Sunderland vs West Ham,Sunderland,349799,Eliezer Mayenda,F,76,7.5,1.0,0,1.0,1.0,2,1.0,50.0,,,,2.0,0,0,3.0,9.0
Sunderland vs West Ham,Sunderland,301771,Simon Adingra,F,76,6.2,,0,1.0,,18,14.0,77.8,1.0,,2.0,,0,0,1.0,9.0
Sunderland vs West Ham,Sunderland,6168,Omar Alderete,D,38,7.2,,1,,,15,14.0,93.3,1.0,1.0,,,0,0,3.0,4.0
Sunderland vs West Ham,Sunderland,20638,Enzo Le Fée,M,15,6.6,,0,,,9,8.0,88.9,,1.0,,,0,0,,2.0
Sunderland vs West Ham,Sunderland,84087,Wilson Isidor,F,15,7.9,1.0,0,1.0,1.0,1,1.0,100.0,,,,,0,0,,1.0
Sunderland vs West Ham,West Ham,15870,Mads Hermansen,G,90,6.2,,0,,,33,21.0,63.6,,,,,0,0,1.0,1.0
Sunderland vs West Ham,West Ham,138,Jean-Clair Todibo,D,82,6.6,,0,,,67,62.0,92.5,3.0,2.0,,1.0,0,0,4.0,6.0
Sunderland vs West Ham,West Ham,18744,Max Kilman,D,90,6.9,,0,,,70,66.0,94.3,3.0,,2.0,,1,0,5.0,7.0
Sunderland vs West Ham,West Ham,21694,Nayef Aguerd,D,90,6.5,,0,,,69,61.0,88.4,,,,,0,0,2.0,3.0
Sunderland vs West Ham,West Ham,18846,Aaron Wan-Bissaka,M,90,6.7,,0,,,67,55.0,82.1,1.0,1.0,,1.0,0,0,5.0,6.0
Sunderland vs West Ham,West Ham,2938,James Ward-Prowse,M,71,6.6,,0,,,46,43.0,93.5,1.0,,,,0,0,2.0,2.0
Sunderland vs West Ham,West Ham,2476,Guido Rodríguez,M,71,6.3,,0,,,32,28.0,87.5,,,,,0,0,1.0,2.0
Sunderland vs West Ham,West Ham,409303,El Hadji Malick Diouf,M,90,6.5,,0,2.0,1.0,33,27.0,81.8,,,1.0,1.0,0,0,5.0,9.0
Sunderland vs West Ham,West Ham,1646,Lucas Paquetá,F,90,7.2,,0,,,64,53.0,82.8,1.0,,1.0,2.0,0,0,8.0,16.0
Sunderland vs West Ham,West Ham,19428,Jarrod Bowen,F,90,6.6,,0,1.0,1.0,29,22.0,75.9,2.0,,,2.0,0,0,7.0,10.0
Sunderland vs West Ham,West Ham,25391,Niclas Füllkrug,F,90,5.3,,0,1.0,1.0,23,15.0,65.2,,,5.0,,0,0,3.0,19.0
Sunderland vs West Ham,West Ham,1243,Tomáš Souček,M,20,6.2,,0,1.0,1.0,11,10.0,90.9,,1.0,,,0,0,1.0,2.0
Sunderland vs West Ham,West Ham,2939,Callum Wilson,F,20,6.2,,0,1.0,,0,,,,,1.0,1.0,0,0,1.0,4.0
Sunderland vs West Ham,West Ham,68466,Andy Irving,M,9,6.3,,0,,,6,5.0,83.3,1.0,,,,0,0,1.0,1.0
Wolves vs Manchester City,Wolves,1590,José Sá,G,90,5.9,,0,,,23,18.0,78.3,,,,,0,0,,
Wolves vs Manchester City,Wolves,18742,Matt Doherty,D,90,6,,0,,,42,38.0,90.5,3.0,1.0,3.0,1.0,1,0,4.0,7.0
Wolves vs Manchester City,Wolves,135068,Emmanuel Agbadou,D,90,5.5,,0,1.0,,61,51.0,83.6,2.0,,,,0,0,2.0,6.0
Wolves vs Manchester City,Wolves,41606,Toti Gomes,D,90,6.2,,0,,,57,50.0,87.7,2.0,,,1.0,0,0,4.0,7.0
Wolves vs Manchester City,Wolves,285,Ki-Jana Hoever,M,73,6.3,,0,,,22,11.0,50.0,2.0,1.0,,,0,0,2.0,7.0
Wolves vs Manchester City,Wolves,265784,André,M,72,6.7,,0,,,30,29.0,96.7,4.0,1.0,1.0,1.0,0,0,5.0,11.0
Wolves vs Manchester City,Wolves,195103,João Gomes,M,90,6.7,,0,,,57,52.0,91.2,4.0,1.0,3.0,1.0,0,0,7.0,16.0
Wolves vs Manchester City,Wolves,265782,David Möller Wolfe,M,72,6.2,,0,,,20,11.0,55.0,1.0,,,,0,0,2.0,3.0
Wolves vs Manchester City,Wolves,3080,Marshall Munetsi,F,90,6.6,,0,,,12,8.0,66.7,2.0,,,,0,0,5.0,10.0
Wolves vs Manchester City,Wolves,2032,Jørgen Strand Larsen,F,82,6.7,,0,3.0,2.0,17,12.0,70.6,1.0,,3.0,1.0,0,0,4.0,9.0
Wolves vs Manchester City,Wolves,20665,Jean-Ricner Bellegarde,F,73,6.9,,0,1.0,,23,22.0,95.7,2.0,1.0,1.0,2.0,0,0,4.0,10.0
Wolves vs Manchester City,Wolves,280687,Hugo Bueno,D,19,6.5,,0,,,10,8.0,80.0,,,,,0,0,1.0,2.0
Wolves vs Manchester City,Wolves,391822,Fer López,F,19,6.3,,0,1.0,1.0,5,4.0,80.0,,,,,0,0,,1.0
Wolves vs Manchester City,Wolves,13708,Jhon Arias,M,18,6.2,,0,,,7,6.0,85.7,,1.0,1.0,,0,0,,3.0
Wolves vs Manchester City,Wolves,282770,Rodrigo Gomes,D,18,6.2,,0,,,7,5.0,71.4,1.0,,,,0,0,1.0,3.0
Wolves vs Manchester City,Wolves,24888,Hee-Chan Hwang,F,9,6.7,,0,,,1,1.0,100.0,1.0,,1.0,,0,0,1.0,2.0
Wolves vs Manchester City,Manchester City,162489,James Trafford,G,90,7.5,,0,,,28,19.0,67.9,,,,,0,0,,
Wolves vs Manchester City,Manchester City,284230,Rico Lewis,D,66,7.6,,1,,,49,45.0,91.8,1.0,2.0,,2.0,0,0,3.0,3.0
Wolves vs Manchester City,Manchester City,626,John Stones,D,82,7.3,,0,,,59,55.0,93.2,,,,,0,0,4.0,4.0
Wolves vs Manchester City,Manchester City,567,Rúben Dias,D,90,7.5,,0,,,79,71.0,89.9,,,,,0,0,2.0,3.0
Wolves vs Manchester City,Manchester City,21138,Rayan Aït-Nouri,D,90,7.7,,0,1.0,,60,53.0,88.3,6.0,3.0,,,0,0,9.0,13.0
Wolves vs Manchester City,Manchester City,36902,Tijjani Reijnders,M,90,7.9,1.0,1,3.0,1.0,57,52.0,91.2,1.0,,3.0,2.0,1,0,4.0,14.0
Wolves vs Manchester City,Manchester City,161933,Nico González,M,90,7.6,,0,,,78,72.0,92.3,3.0,1.0,1.0,3.0,0,0,11.0,14.0
Wolves vs Manchester City,Manchester City,636,Bernardo Silva,M,66,7.2,,0,,,34,33.0,97.1,4.0,,1.0,,0,0,4.0,9.0
Wolves vs Manchester City,Manchester City,278133,Oscar Bobb,F,90,7.2,,1,,,32,30.0,93.8,,,,1.0,0,0,4.0,7.0
Wolves vs Manchester City,Manchester City,1100,Erling Haaland,F,73,8.3,2.0,0,6.0,2.0,4,2.0,50.0,1.0,,1.0,,0,0,5.0,7.0
Wolves vs Manchester City,Manchester City,1422,Jérémy Doku,F,66,6.2,,0,,,19,18.0,94.7,,,1.0,1.0,0,0,2.0,7.0
Wolves vs Manchester City,Manchester City,41621,Matheus Nunes,M,25,6.7,,0,,,16,15.0,93.8,1.0,,,1.0,0,0,2.0,4.0
Wolves vs Manchester City,Manchester City,307123,Nico O'Reilly,M,25,6.5,,0,,,18,18.0,100.0,,,,,1,0,,3.0
Wolves vs Manchester City,Manchester City,81573,Omar Marmoush,F,25,6.9,,0,,,6,5.0,83.3,,,,2.0,0,0,2.0,4.0
Wolves vs Manchester City,Manchester City,156477,Rayan Cherki,M,18,7.6,1.0,0,1.0,1.0,20,18.0,90.0,,1.0,,,0,0,,2.0
Wolves vs Manchester City,Manchester City,360114,Abdukodir Khusanov,D,9,7,,0,,,4,4.0,100.0,1.0,,,1.0,0,0,3.0,3.0
Chelsea vs Crystal Palace,Chelsea,18959,Robert Sánchez,G,90,6.9,,0,,,34,24.0,70.6,,,,,0,0,1.0,2.0
Chelsea vs Crystal Palace,Chelsea,19545,Reece James,D,79,7.9,,0,,,70,64.0,91.4,1.0,4.0,2.0,1.0,1,0,3.0,6.0
Chelsea vs Crystal Palace,Chelsea,366735,Josh Acheampong,D,90,7.3,,0,,,93,87.0,93.5,2.0,1.0,,2.0,0,0,11.0,14.0
Chelsea vs Crystal Palace,Chelsea,19720,Trevoh Chalobah,D,90,7.5,,0,1.0,,101,92.0,91.1,,1.0,2.0,1.0,0,0,4.0,8.0
